Distance PDF(H-H) 
0.005004660194174757 0.0 
0.015013980582524272 0.0 
0.025023300970873786 0.0 
0.035032621359223304 0.0 
0.04504194174757281 0.0 
0.05505126213592233 0.0 
0.06506058252427184 0.0 
0.07506990291262136 0.0 
0.08507922330097087 0.0 
0.09508854368932038 0.0 
0.1050978640776699 0.0 
0.11510718446601942 0.0 
0.12511650485436893 0.0 
0.13512582524271843 0.0 
0.14513514563106797 0.0 
0.15514446601941748 0.0 
0.16515378640776698 0.0 
0.1751631067961165 0.0 
0.185172427184466 0.0 
0.19518174757281553 0.0 
0.20519106796116504 0.0 
0.21520038834951455 0.0 
0.22520970873786408 0.0 
0.2352190291262136 0.0 
0.2452283495145631 0.0 
0.25523766990291263 0.0 
0.26524699029126214 0.0 
0.27525631067961165 0.0 
0.2852656310679612 0.0 
0.2952749514563107 0.0 
0.3052842718446602 0.0 
0.31529359223300973 0.0 
0.32530291262135924 0.0 
0.33531223300970875 0.0 
0.34532155339805826 0.0 
0.35533087378640776 0.0 
0.36534019417475727 0.0 
0.37534951456310683 0.0 
0.38535883495145634 0.0 
0.39536815533980585 0.0 
0.40537747572815536 0.0 
0.41538679611650486 0.0 
0.42539611650485437 0.0 
0.4354054368932039 0.0 
0.44541475728155344 0.0 
0.45542407766990295 0.0 
0.46543339805825246 0.0 
0.47544271844660196 0.0 
0.48545203883495147 0.0 
0.495461359223301 0.0 
0.5054706796116505 0.0 
0.51548 0.0 
0.5254893203883495 0.0 
0.5354986407766991 0.0 
0.5455079611650485 0.0 
0.5555172815533981 0.0 
0.5655266019417476 0.0 
0.5755359223300971 0.0 
0.5855452427184467 0.0 
0.5955545631067961 0.0 
0.6055638834951457 0.0 
0.6155732038834951 0.0 
0.6255825242718447 0.0 
0.6355918446601941 0.0 
0.6456011650485437 0.0 
0.6556104854368933 0.0 
0.6656198058252427 0.0 
0.6756291262135923 0.0 
0.6856384466019417 0.0 
0.6956477669902913 0.0 
0.7056570873786407 0.0 
0.7156664077669903 0.0 
0.7256757281553398 0.0 
0.7356850485436893 0.0 
0.7456943689320389 0.0 
0.7557036893203883 0.0 
0.7657130097087379 0.0 
0.7757223300970874 0.0 
0.7857316504854369 0.0 
0.7957409708737864 0.0 
0.8057502912621359 0.0 
0.8157596116504855 0.0 
0.825768932038835 0.0 
0.8357782524271845 0.0 
0.845787572815534 0.0 
0.8557968932038835 0.0 
0.865806213592233 0.0 
0.8758155339805825 0.0 
0.8858248543689321 0.0 
0.8958341747572816 0.0 
0.9058434951456311 0.0 
0.9158528155339806 0.0 
0.9258621359223301 0.0 
0.9358714563106796 0.0 
0.9458807766990291 0.0 
0.9558900970873786 0.0 
0.9658994174757282 0.0 
0.9759087378640777 0.0 
0.9859180582524272 0.0 
0.9959273786407767 0.0 
1.005936699029126 0.0 
1.0159460194174756 0.0 
1.0259553398058252 0.0 
1.0359646601941745 0.0 
1.045973980582524 0.0 
1.0559833009708737 0.0 
1.0659926213592232 0.0 
1.0760019417475728 0.0 
1.0860112621359221 0.0 
1.0960205825242717 0.0 
1.1060299029126213 0.0 
1.1160392233009708 0.0 
1.1260485436893204 0.0 
1.1360578640776697 0.0 
1.1460671844660193 0.0 
1.1560765048543689 0.0 
1.1660858252427184 0.0 
1.1760951456310678 0.0 
1.1861044660194173 0.0 
1.1961137864077669 0.0 
1.2061231067961165 0.0 
1.216132427184466 0.0 
1.2261417475728154 0.0 
1.236151067961165 0.0 
1.2461603883495145 0.0 
1.256169708737864 0.0 
1.2661790291262134 0.0 
1.276188349514563 0.0 
1.2861976699029125 0.0 
1.296206990291262 0.0 
1.3062163106796116 0.0 
1.316225631067961 0.0 
1.3262349514563105 0.0 
1.33624427184466 0.0 
1.3462535922330097 0.0 
1.356262912621359 0.0 
1.3662722330097086 0.0 
1.3762815533980581 0.0 
1.3862908737864077 0.0 
1.3963001941747573 0.0 
1.4063095145631066 0.0 
1.4163188349514562 0.0 
1.4263281553398057 0.0 
1.4363374757281553 0.0 
1.4463467961165046 0.0 
1.4563561165048542 0.0 
1.4663654368932038 0.0 
1.4763747572815533 0.0 
1.4863840776699029 0.0 
1.4963933980582522 0.0 
1.5064027184466018 0.0 
1.5164120388349513 0.0 
1.526421359223301 0.0 
1.5364306796116505 0.0 
1.5464399999999998 0.0 
1.5564493203883494 0.0 
1.566458640776699 0.0 
1.5764679611650485 0.0 
1.5864772815533978 0.0 
1.5964866019417474 0.0 
1.606495922330097 0.0 
1.6165052427184465 0.0 
1.626514563106796 0.0 
1.6365238834951454 0.0 
1.646533203883495 0.0 
1.6565425242718446 0.0 
1.6665518446601941 0.0 
1.6765611650485435 0.0 
1.686570485436893 0.0 
1.6965798058252426 0.0 
1.7065891262135922 0.0 
1.7165984466019417 0.0 
1.726607766990291 0.0 
1.7366170873786406 0.0 
1.7466264077669902 0.0 
1.7566357281553397 0.0 
1.7666450485436893 0.0 
1.7766543689320387 0.0 
1.7866636893203882 0.0 
1.7966730097087378 0.0 
1.8066823300970873 0.0 
1.8166916504854367 0.0 
1.8267009708737862 0.0 
1.8367102912621358 0.0 
1.8467196116504854 0.0 
1.856728932038835 0.0 
1.8667382524271843 0.0 
1.8767475728155338 0.0 
1.8867568932038834 0.0 
1.896766213592233 0.0 
1.9067755339805823 0.0 
1.9167848543689319 0.0 
1.9267941747572814 0.0 
1.936803495145631 0.0 
1.9468128155339806 0.0 
1.95682213592233 0.0 
1.9668314563106795 0.0 
1.976840776699029 0.0 
1.9868500970873786 0.0 
1.996859417475728 0.0 
2.0068687378640777 0.0 
2.0168780582524275 0.0 
2.026887378640777 0.0 
2.036896699029126 0.0 
2.046906019417476 0.0 
2.0569153398058253 0.0 
2.0669246601941746 0.0 
2.0769339805825244 0.0 
2.0869433009708738 0.0 
2.0969526213592236 0.0 
2.106961941747573 0.0 
2.1169712621359222 0.0 
2.126980582524272 0.0 
2.1369899029126214 0.0 
2.146999223300971 0.0 
2.1570085436893205 0.0 
2.16701786407767 0.0 
2.1770271844660196 0.0 
2.187036504854369 0.0 
2.1970458252427187 0.0 
2.207055145631068 0.0 
2.2170644660194174 0.0 
2.227073786407767 0.0 
2.2370831067961165 0.0 
2.2470924271844663 0.0 
2.2571017475728157 0.0 
2.267111067961165 0.0 
2.277120388349515 0.0 
2.287129708737864 0.0 
2.2971390291262135 0.0 
2.3071483495145633 0.0 
2.3171576699029126 0.0 
2.3271669902912624 0.0 
2.3371763106796117 0.0 
2.347185631067961 0.0 
2.357194951456311 0.0 
2.36720427184466 0.0 
2.37721359223301 0.0 
2.3872229126213593 0.0 
2.3972322330097087 0.0 
2.4072415533980585 0.0 
2.417250873786408 0.0 
2.4272601941747576 0.0 
2.437269514563107 0.0 
2.4472788349514563 0.0 
2.457288155339806 0.0 
2.4672974757281554 0.0 
2.4773067961165047 0.0 
2.4873161165048545 0.0 
2.497325436893204 0.0 
2.5073347572815536 0.0 
2.517344077669903 0.0 
2.5273533980582523 0.0 
2.537362718446602 0.0 
2.5473720388349514 0.0 
2.5573813592233012 0.0 
2.5673906796116506 0.0 
2.5774 0.0 
2.5874093203883497 0.0 
2.597418640776699 0.0 
2.607427961165049 0.0 
2.617437281553398 0.0 
2.6274466019417475 0.0 
2.6374559223300973 0.0 
2.6474652427184466 0.0 
2.6574745631067964 0.0 
2.6674838834951458 0.0 
2.677493203883495 0.0 
2.687502524271845 0.0 
2.6975118446601942 0.0 
2.7075211650485436 0.0 
2.7175304854368934 0.0 
2.7275398058252427 0.0 
2.7375491262135925 0.0 
2.747558446601942 0.29934944491606247 
